Player,variable,deciles,type_variable
N. Redmond,Fouls per 90,23,Defense
S. Baptiste,Passes to final third per 90,12,Buildup
S. Baptiste,Progressive passes per 90,5,Buildup
S. Baptiste,Lateral passes per 90,33,Positioning
S. Baptiste,Long passes per 90,30,Buildup
S. Baptiste,Shots per 90,20,Positioning
S. Baptiste,Touches in box per 90,13,Chance creation
S. Baptiste,Progressive runs per 90,6,Buildup
S. Baptiste,Dribbles per 90,30,Chance creation
S. Baptiste,Back passes per 90,14,Positioning
S. Baptiste,Interceptions per 90,84,Defense
S. Baptiste,Shots blocked per 90,17,Defense
S. Baptiste,Fouls per 90,10,Defense
K. Dowell,Passes to final third per 90,50,Buildup
K. Dowell,Progressive passes per 90,25,Buildup
K. Dowell,Lateral passes per 90,14,Positioning
K. Dowell,Long passes per 90,57,Buildup
K. Dowell,Shots per 90,10,Positioning
K. Dowell,Touches in box per 90,12,Chance creation
K. Dowell,Progressive runs per 90,10,Buildup
K. Dowell,Dribbles per 90,3,Chance creation
K. Dowell,Back passes per 90,33,Positioning
K. Dowell,Interceptions per 90,19,Defense
K. Dowell,Shots blocked per 90,53,Defense
K. Dowell,Fouls per 90,93,Defense
A. Young,Passes to final third per 90,83,Buildup
A. Young,Progressive passes per 90,79,Buildup
A. Young,Lateral passes per 90,47,Positioning
A. Young,Long passes per 90,90,Buildup
A. Young,Shots per 90,6,Positioning
A. Young,Touches in box per 90,10,Chance creation
A. Young,Progressive runs per 90,29,Buildup
A. Young,Dribbles per 90,16,Chance creation
A. Young,Back passes per 90,16,Positioning
A. Young,Interceptions per 90,49,Defense
A. Young,Shots blocked per 90,86,Defense
A. Young,Fouls per 90,47,Defense
Antony,Passes to final third per 90,10,Buildup
Antony,Progressive passes per 90,45,Buildup
Antony,Lateral passes per 90,43,Positioning
Antony,Long passes per 90,12,Buildup
Antony,Shots per 90,99,Positioning
Antony,Touches in box per 90,86,Chance creation
Antony,Progressive runs per 90,88,Buildup
Antony,Dribbles per 90,90,Chance creation
Antony,Back passes per 90,97,Positioning
Antony,Interceptions per 90,27,Defense
Antony,Shots blocked per 90,17,Defense
Antony,Fouls per 90,31,Defense
Matheus Nunes,Passes to final third per 90,37,Buildup
Matheus Nunes,Progressive passes per 90,23,Buildup
Matheus Nunes,Lateral passes per 90,78,Positioning
Matheus Nunes,Long passes per 90,85,Buildup
Matheus Nunes,Shots per 90,19,Positioning
Matheus Nunes,Touches in box per 90,29,Chance creation
Matheus Nunes,Progressive runs per 90,51,Buildup
Matheus Nunes,Dribbles per 90,45,Chance creation
Matheus Nunes,Back passes per 90,61,Positioning
Matheus Nunes,Interceptions per 90,70,Defense
Matheus Nunes,Shots blocked per 90,84,Defense
Matheus Nunes,Fouls per 90,59,Defense
Joelinton,Passes to final third per 90,44,Buildup
Joelinton,Progressive passes per 90,43,Buildup
Joelinton,Lateral passes per 90,62,Positioning
Joelinton,Long passes per 90,20,Buildup
Joelinton,Shots per 90,45,Positioning
Joelinton,Touches in box per 90,78,Chance creation
Joelinton,Progressive runs per 90,35,Buildup
Joelinton,Dribbles per 90,51,Chance creation
Joelinton,Back passes per 90,66,Positioning
Joelinton,Interceptions per 90,97,Defense
Joelinton,Shots blocked per 90,78,Defense
Joelinton,Fouls per 90,94,Defense
H. Elliott,Passes to final third per 90,79,Buildup
H. Elliott,Progressive passes per 90,86,Buildup
H. Elliott,Lateral passes per 90,89,Positioning
H. Elliott,Long passes per 90,92,Buildup
H. Elliott,Shots per 90,58,Positioning
H. Elliott,Touches in box per 90,66,Chance creation
H. Elliott,Progressive runs per 90,63,Buildup
H. Elliott,Dribbles per 90,37,Chance creation
H. Elliott,Back passes per 90,99,Positioning
H. Elliott,Interceptions per 90,80,Defense
H. Elliott,Shots blocked per 90,30,Defense
H. Elliott,Fouls per 90,24,Defense
M. Gibbs-White,Passes to final third per 90,40,Buildup
M. Gibbs-White,Progressive passes per 90,28,Buildup
M. Gibbs-White,Lateral passes per 90,7,Positioning
M. Gibbs-White,Long passes per 90,45,Buildup
M. Gibbs-White,Shots per 90,43,Positioning
M. Gibbs-White,Touches in box per 90,35,Chance creation
M. Gibbs-White,Progressive runs per 90,48,Buildup
M. Gibbs-White,Dribbles per 90,63,Chance creation
M. Gibbs-White,Back passes per 90,9,Positioning
M. Gibbs-White,Interceptions per 90,26,Defense
M. Gibbs-White,Shots blocked per 90,36,Defense
M. Gibbs-White,Fouls per 90,36,Defense
G. Xhaka,Passes to final third per 90,80,Buildup
G. Xhaka,Progressive passes per 90,72,Buildup
G. Xhaka,Lateral passes per 90,87,Positioning
G. Xhaka,Long passes per 90,69,Buildup
G. Xhaka,Shots per 90,19,Positioning
G. Xhaka,Touches in box per 90,74,Chance creation
G. Xhaka,Progressive runs per 90,8,Buildup
G. Xhaka,Dribbles per 90,1,Chance creation
G. Xhaka,Back passes per 90,72,Positioning
G. Xhaka,Interceptions per 90,68,Defense
G. Xhaka,Shots blocked per 90,95,Defense
G. Xhaka,Fouls per 90,17,Defense
L. Sinisterra,Passes to final third per 90,16,Buildup
L. Sinisterra,Progressive passes per 90,64,Buildup
L. Sinisterra,Lateral passes per 90,33,Positioning
L. Sinisterra,Long passes per 90,15,Buildup
L. Sinisterra,Shots per 90,88,Positioning
L. Sinisterra,Touches in box per 90,75,Chance creation
L. Sinisterra,Progressive runs per 90,84,Buildup
L. Sinisterra,Dribbles per 90,83,Chance creation
L. Sinisterra,Back passes per 90,79,Positioning
L. Sinisterra,Interceptions per 90,52,Defense
L. Sinisterra,Shots blocked per 90,58,Defense
L. Sinisterra,Fouls per 90,66,Defense
P. Billing,Passes to final third per 90,25,Buildup
P. Billing,Progressive passes per 90,17,Buildup
P. Billing,Lateral passes per 90,8,Positioning
P. Billing,Long passes per 90,34,Buildup
P. Billing,Shots per 90,30,Positioning
P. Billing,Touches in box per 90,48,Chance creation
P. Billing,Progressive runs per 90,14,Buildup
P. Billing,Dribbles per 90,8,Chance creation
P. Billing,Back passes per 90,32,Positioning
P. Billing,Interceptions per 90,98,Defense
P. Billing,Shots blocked per 90,86,Defense
P. Billing,Fouls per 90,38,Defense
Andreas Pereira,Passes to final third per 90,59,Buildup
Andreas Pereira,Progressive passes per 90,22,Buildup
Andreas Pereira,Lateral passes per 90,29,Positioning
Andreas Pereira,Long passes per 90,63,Buildup
Andreas Pereira,Shots per 90,76,Positioning
Andreas Pereira,Touches in box per 90,45,Chance creation
Andreas Pereira,Progressive runs per 90,24,Buildup
Andreas Pereira,Dribbles per 90,16,Chance creation
Andreas Pereira,Back passes per 90,7,Positioning
Andreas Pereira,Interceptions per 90,3,Defense
Andreas Pereira,Shots blocked per 90,37,Defense
Andreas Pereira,Fouls per 90,67,Defense
M. Tavernier,Passes to final third per 90,12,Buildup
M. Tavernier,Progressive passes per 90,25,Buildup
M. Tavernier,Lateral passes per 90,8,Positioning
M. Tavernier,Long passes per 90,55,Buildup
M. Tavernier,Shots per 90,70,Positioning
M. Tavernier,Touches in box per 90,76,Chance creation
M. Tavernier,Progressive runs per 90,85,Buildup
M. Tavernier,Dribbles per 90,80,Chance creation
M. Tavernier,Back passes per 90,69,Positioning
M. Tavernier,Interceptions per 90,87,Defense
M. Tavernier,Shots blocked per 90,72,Defense
M. Tavernier,Fouls per 90,37,Defense
H. Wilson,Passes to final third per 90,1,Buildup
H. Wilson,Progressive passes per 90,6,Buildup
H. Wilson,Lateral passes per 90,5,Positioning
H. Wilson,Long passes per 90,43,Buildup
H. Wilson,Shots per 90,50,Positioning
H. Wilson,Touches in box per 90,55,Chance creation
H. Wilson,Progressive runs per 90,12,Buildup
H. Wilson,Dribbles per 90,42,Chance creation
H. Wilson,Back passes per 90,85,Positioning
H. Wilson,Interceptions per 90,73,Defense
H. Wilson,Shots blocked per 90,58,Defense
H. Wilson,Fouls per 90,28,Defense
A. Doucouré,Passes to final third per 90,16,Buildup
A. Doucouré,Progressive passes per 90,8,Buildup
A. Doucouré,Lateral passes per 90,24,Positioning
A. Doucouré,Long passes per 90,4,Buildup
A. Doucouré,Shots per 90,19,Positioning
A. Doucouré,Touches in box per 90,54,Chance creation
A. Doucouré,Progressive runs per 90,11,Buildup
A. Doucouré,Dribbles per 90,7,Chance creation
A. Doucouré,Back passes per 90,36,Positioning
A. Doucouré,Interceptions per 90,60,Defense
A. Doucouré,Shots blocked per 90,72,Defense
A. Doucouré,Fouls per 90,59,Defense
Emerson Palmieri,Passes to final third per 90,37,Buildup
Emerson Palmieri,Progressive passes per 90,71,Buildup
Emerson Palmieri,Lateral passes per 90,8,Positioning
Emerson Palmieri,Long passes per 90,58,Buildup
Emerson Palmieri,Shots per 90,7,Positioning
Emerson Palmieri,Touches in box per 90,23,Chance creation
Emerson Palmieri,Progressive runs per 90,80,Buildup
Emerson Palmieri,Dribbles per 90,19,Chance creation
Emerson Palmieri,Back passes per 90,85,Positioning
Emerson Palmieri,Interceptions per 90,83,Defense
Emerson Palmieri,Shots blocked per 90,91,Defense
Emerson Palmieri,Fouls per 90,36,Defense
R. Christie,Passes to final third per 90,19,Buildup
R. Christie,Progressive passes per 90,13,Buildup
R. Christie,Lateral passes per 90,26,Positioning
R. Christie,Long passes per 90,24,Buildup
R. Christie,Shots per 90,35,Positioning
R. Christie,Touches in box per 90,76,Chance creation
R. Christie,Progressive runs per 90,15,Buildup
R. Christie,Dribbles per 90,60,Chance creation
R. Christie,Back passes per 90,36,Positioning
R. Christie,Interceptions per 90,86,Defense
R. Christie,Shots blocked per 90,89,Defense
R. Christie,Fouls per 90,80,Defense
J. Dasilva,Passes to final third per 90,27,Buildup
J. Dasilva,Progressive passes per 90,56,Buildup
J. Dasilva,Lateral passes per 90,73,Positioning
J. Dasilva,Long passes per 90,31,Buildup
J. Dasilva,Shots per 90,25,Positioning
J. Dasilva,Touches in box per 90,41,Chance creation
J. Dasilva,Progressive runs per 90,89,Buildup
J. Dasilva,Dribbles per 90,65,Chance creation
J. Dasilva,Back passes per 90,50,Positioning
J. Dasilva,Interceptions per 90,50,Defense
J. Dasilva,Shots blocked per 90,97,Defense
J. Dasilva,Fouls per 90,31,Defense
J. Anthony,Passes to final third per 90,18,Buildup
J. Anthony,Progressive passes per 90,67,Buildup
J. Anthony,Lateral passes per 90,11,Positioning
J. Anthony,Long passes per 90,60,Buildup
J. Anthony,Shots per 90,46,Positioning
J. Anthony,Touches in box per 90,38,Chance creation
J. Anthony,Progressive runs per 90,55,Buildup
J. Anthony,Dribbles per 90,80,Chance creation
J. Anthony,Back passes per 90,44,Positioning
J. Anthony,Interceptions per 90,92,Defense
J. Anthony,Shots blocked per 90,17,Defense
J. Anthony,Fouls per 90,12,Defense
Willian,Passes to final third per 90,17,Buildup
Willian,Progressive passes per 90,59,Buildup
Willian,Lateral passes per 90,51,Positioning
Willian,Long passes per 90,50,Buildup
Willian,Shots per 90,56,Positioning
Willian,Touches in box per 90,87,Chance creation
Willian,Progressive runs per 90,99,Buildup
Willian,Dribbles per 90,77,Chance creation
Willian,Back passes per 90,87,Positioning
Willian,Interceptions per 90,30,Defense
Willian,Shots blocked per 90,17,Defense
Willian,Fouls per 90,5,Defense
Pepê,Passes to final third per 90,77,Buildup
Pepê,Progressive passes per 90,92,Buildup
Pepê,Lateral passes per 90,46,Positioning
Pepê,Long passes per 90,76,Buildup
Pepê,Shots per 90,25,Positioning
Pepê,Touches in box per 90,62,Chance creation
Pepê,Progressive runs per 90,76,Buildup
Pepê,Dribbles per 90,84,Chance creation
Pepê,Back passes per 90,66,Positioning
Pepê,Interceptions per 90,83,Defense
Pepê,Shots blocked per 90,37,Defense
Pepê,Fouls per 90,25,Defense
Ricardo Horta,Passes to final third per 90,75,Buildup
Ricardo Horta,Progressive passes per 90,52,Buildup
Ricardo Horta,Lateral passes per 90,53,Positioning
Ricardo Horta,Long passes per 90,46,Buildup
Ricardo Horta,Shots per 90,98,Positioning
Ricardo Horta,Touches in box per 90,95,Chance creation
Ricardo Horta,Progressive runs per 90,11,Buildup
Ricardo Horta,Dribbles per 90,5,Chance creation
Ricardo Horta,Back passes per 90,69,Positioning
Ricardo Horta,Interceptions per 90,43,Defense
Ricardo Horta,Shots blocked per 90,53,Defense
Ricardo Horta,Fouls per 90,16,Defense
Romário Baró,Passes to final third per 90,33,Buildup
Romário Baró,Progressive passes per 90,30,Buildup
Romário Baró,Lateral passes per 90,15,Positioning
Romário Baró,Long passes per 90,8,Buildup
Romário Baró,Shots per 90,21,Positioning
Romário Baró,Touches in box per 90,7,Chance creation
Romário Baró,Progressive runs per 90,32,Buildup
Romário Baró,Dribbles per 90,40,Chance creation
Romário Baró,Back passes per 90,13,Positioning
Romário Baró,Interceptions per 90,60,Defense
Romário Baró,Shots blocked per 90,53,Defense
Romário Baró,Fouls per 90,51,Defense
K. Fujimoto,Passes to final third per 90,66,Buildup
K. Fujimoto,Progressive passes per 90,20,Buildup
K. Fujimoto,Lateral passes per 90,50,Positioning
K. Fujimoto,Long passes per 90,21,Buildup
K. Fujimoto,Shots per 90,9,Positioning
K. Fujimoto,Touches in box per 90,49,Chance creation
K. Fujimoto,Progressive runs per 90,11,Buildup
K. Fujimoto,Dribbles per 90,6,Chance creation
K. Fujimoto,Back passes per 90,79,Positioning
K. Fujimoto,Interceptions per 90,10,Defense
K. Fujimoto,Shots blocked per 90,58,Defense
K. Fujimoto,Fouls per 90,19,Defense
Bruno Jordão,Passes to final third per 90,15,Buildup
Bruno Jordão,Progressive passes per 90,35,Buildup
Bruno Jordão,Lateral passes per 90,56,Positioning
Bruno Jordão,Long passes per 90,79,Buildup
Bruno Jordão,Shots per 90,38,Positioning
Bruno Jordão,Touches in box per 90,9,Chance creation
Bruno Jordão,Progressive runs per 90,6,Buildup
Bruno Jordão,Dribbles per 90,67,Chance creation
Bruno Jordão,Back passes per 90,1,Positioning
Bruno Jordão,Interceptions per 90,86,Defense
Bruno Jordão,Shots blocked per 90,59,Defense
Bruno Jordão,Fouls per 90,44,Defense
Matchoi Djaló,Passes to final third per 90,49,Buildup
Matchoi Djaló,Progressive passes per 90,10,Buildup
Matchoi Djaló,Lateral passes per 90,37,Positioning
Matchoi Djaló,Long passes per 90,49,Buildup
Matchoi Djaló,Shots per 90,88,Positioning
Matchoi Djaló,Touches in box per 90,17,Chance creation
Matchoi Djaló,Progressive runs per 90,19,Buildup
Matchoi Djaló,Dribbles per 90,68,Chance creation
Matchoi Djaló,Back passes per 90,10,Positioning
Matchoi Djaló,Interceptions per 90,57,Defense
Matchoi Djaló,Shots blocked per 90,87,Defense
Matchoi Djaló,Fouls per 90,96,Defense
Iván Jaime,Passes to final third per 90,39,Buildup
Iván Jaime,Progressive passes per 90,28,Buildup
Iván Jaime,Lateral passes per 90,17,Positioning
Iván Jaime,Long passes per 90,41,Buildup
Iván Jaime,Shots per 90,98,Positioning
Iván Jaime,Touches in box per 90,67,Chance creation
Iván Jaime,Progressive runs per 90,87,Buildup
Iván Jaime,Dribbles per 90,96,Chance creation
Iván Jaime,Back passes per 90,43,Positioning
Iván Jaime,Interceptions per 90,22,Defense
Iván Jaime,Shots blocked per 90,18,Defense
Iván Jaime,Fouls per 90,22,Defense
Bruno Xadas,Passes to final third per 90,81,Buildup
Bruno Xadas,Progressive passes per 90,84,Buildup
Bruno Xadas,Lateral passes per 90,62,Positioning
Bruno Xadas,Long passes per 90,83,Buildup
Bruno Xadas,Shots per 90,92,Positioning
Bruno Xadas,Touches in box per 90,13,Chance creation
Bruno Xadas,Progressive runs per 90,31,Buildup
Bruno Xadas,Dribbles per 90,25,Chance creation
Bruno Xadas,Back passes per 90,27,Positioning
Bruno Xadas,Interceptions per 90,52,Defense
Bruno Xadas,Shots blocked per 90,94,Defense
Bruno Xadas,Fouls per 90,55,Defense
Rúben Lameiras,Passes to final third per 90,26,Buildup
Rúben Lameiras,Progressive passes per 90,50,Buildup
Rúben Lameiras,Lateral passes per 90,16,Positioning
Rúben Lameiras,Long passes per 90,19,Buildup
Rúben Lameiras,Shots per 90,87,Positioning
Rúben Lameiras,Touches in box per 90,77,Chance creation
Rúben Lameiras,Progressive runs per 90,68,Buildup
Rúben Lameiras,Dribbles per 90,80,Chance creation
Rúben Lameiras,Back passes per 90,35,Positioning
Rúben Lameiras,Interceptions per 90,14,Defense
Rúben Lameiras,Shots blocked per 90,18,Defense
Rúben Lameiras,Fouls per 90,12,Defense
Ricardo Mangas,Passes to final third per 90,11,Buildup
Ricardo Mangas,Progressive passes per 90,18,Buildup
Ricardo Mangas,Lateral passes per 90,3,Positioning
Ricardo Mangas,Long passes per 90,16,Buildup
Ricardo Mangas,Shots per 90,35,Positioning
Ricardo Mangas,Touches in box per 90,63,Chance creation
Ricardo Mangas,Progressive runs per 90,55,Buildup
Ricardo Mangas,Dribbles per 90,33,Chance creation
Ricardo Mangas,Back passes per 90,5,Positioning
Ricardo Mangas,Interceptions per 90,29,Defense
Ricardo Mangas,Shots blocked per 90,26,Defense
Ricardo Mangas,Fouls per 90,81,Defense
Kiko Bondoso,Passes to final third per 90,42,Buildup
Kiko Bondoso,Progressive passes per 90,28,Buildup
Kiko Bondoso,Lateral passes per 90,18,Positioning
Kiko Bondoso,Long passes per 90,13,Buildup
Kiko Bondoso,Shots per 90,20,Positioning
Kiko Bondoso,Touches in box per 90,71,Chance creation
Kiko Bondoso,Progressive runs per 90,60,Buildup
Kiko Bondoso,Dribbles per 90,55,Chance creation
Kiko Bondoso,Back passes per 90,24,Positioning
Kiko Bondoso,Interceptions per 90,12,Defense
Kiko Bondoso,Shots blocked per 90,18,Defense
Kiko Bondoso,Fouls per 90,5,Defense
Ricardinho,Passes to final third per 90,18,Buildup
Ricardinho,Progressive passes per 90,23,Buildup
Ricardinho,Lateral passes per 90,4,Positioning
Ricardinho,Long passes per 90,37,Buildup
Ricardinho,Shots per 90,18,Positioning
Ricardinho,Touches in box per 90,58,Chance creation
Ricardinho,Progressive runs per 90,61,Buildup
Ricardinho,Dribbles per 90,59,Chance creation
Ricardinho,Back passes per 90,7,Positioning
Ricardinho,Interceptions per 90,50,Defense
Ricardinho,Shots blocked per 90,72,Defense
Ricardinho,Fouls per 90,88,Defense
M. Johnston,Passes to final third per 90,19,Buildup
M. Johnston,Progressive passes per 90,15,Buildup
M. Johnston,Lateral passes per 90,13,Positioning
M. Johnston,Long passes per 90,28,Buildup
M. Johnston,Shots per 90,59,Positioning
M. Johnston,Touches in box per 90,37,Chance creation
M. Johnston,Progressive runs per 90,99,Buildup
M. Johnston,Dribbles per 90,91,Chance creation
M. Johnston,Back passes per 90,42,Positioning
M. Johnston,Interceptions per 90,12,Defense
M. Johnston,Shots blocked per 90,66,Defense
M. Johnston,Fouls per 90,29,Defense
João Teixeira,Passes to final third per 90,93,Buildup
João Teixeira,Progressive passes per 90,87,Buildup
João Teixeira,Lateral passes per 90,94,Positioning
João Teixeira,Long passes per 90,81,Buildup
João Teixeira,Shots per 90,91,Positioning
João Teixeira,Touches in box per 90,14,Chance creation
João Teixeira,Progressive runs per 90,77,Buildup
João Teixeira,Dribbles per 90,35,Chance creation
João Teixeira,Back passes per 90,12,Positioning
João Teixeira,Interceptions per 90,68,Defense
João Teixeira,Shots blocked per 90,84,Defense
João Teixeira,Fouls per 90,63,Defense
Luquinha,Passes to final third per 90,73,Buildup
Luquinha,Progressive passes per 90,70,Buildup
Luquinha,Lateral passes per 90,48,Positioning
Luquinha,Long passes per 90,12,Buildup
Luquinha,Shots per 90,36,Positioning
Luquinha,Touches in box per 90,27,Chance creation
Luquinha,Progressive runs per 90,31,Buildup
Luquinha,Dribbles per 90,17,Chance creation
Luquinha,Back passes per 90,48,Positioning
Luquinha,Interceptions per 90,39,Defense
Luquinha,Shots blocked per 90,72,Defense
Luquinha,Fouls per 90,95,Defense
A. Bukia,Passes to final third per 90,15,Buildup
A. Bukia,Progressive passes per 90,9,Buildup
A. Bukia,Lateral passes per 90,3,Positioning
A. Bukia,Long passes per 90,30,Buildup
A. Bukia,Shots per 90,56,Positioning
A. Bukia,Touches in box per 90,11,Chance creation
A. Bukia,Progressive runs per 90,85,Buildup
A. Bukia,Dribbles per 90,94,Chance creation
A. Bukia,Back passes per 90,45,Positioning
A. Bukia,Interceptions per 90,25,Defense
A. Bukia,Shots blocked per 90,18,Defense
A. Bukia,Fouls per 90,52,Defense
Nuno Moreira,Passes to final third per 90,46,Buildup
Nuno Moreira,Progressive passes per 90,66,Buildup
Nuno Moreira,Lateral passes per 90,10,Positioning
Nuno Moreira,Long passes per 90,65,Buildup
Nuno Moreira,Shots per 90,91,Positioning
Nuno Moreira,Touches in box per 90,69,Chance creation
Nuno Moreira,Progressive runs per 90,43,Buildup
Nuno Moreira,Dribbles per 90,52,Chance creation
Nuno Moreira,Back passes per 90,14,Positioning
Nuno Moreira,Interceptions per 90,76,Defense
Nuno Moreira,Shots blocked per 90,84,Defense
Nuno Moreira,Fouls per 90,57,Defense
Lucas Soares,Passes to final third per 90,12,Buildup
Lucas Soares,Progressive passes per 90,71,Buildup
Lucas Soares,Lateral passes per 90,30,Positioning
Lucas Soares,Long passes per 90,83,Buildup
Lucas Soares,Shots per 90,23,Positioning
Lucas Soares,Touches in box per 90,23,Chance creation
Lucas Soares,Progressive runs per 90,52,Buildup
Lucas Soares,Dribbles per 90,27,Chance creation
Lucas Soares,Back passes per 90,30,Positioning
Lucas Soares,Interceptions per 90,86,Defense
Lucas Soares,Shots blocked per 90,18,Defense
Lucas Soares,Fouls per 90,23,Defense
Euller,Passes to final third per 90,7,Buildup
Euller,Progressive passes per 90,36,Buildup
Euller,Lateral passes per 90,40,Positioning
Euller,Long passes per 90,40,Buildup
Euller,Shots per 90,50,Positioning
Euller,Touches in box per 90,30,Chance creation
Euller,Progressive runs per 90,62,Buildup
Euller,Dribbles per 90,76,Chance creation
Euller,Back passes per 90,15,Positioning
Euller,Interceptions per 90,53,Defense
Euller,Shots blocked per 90,92,Defense
Euller,Fouls per 90,98,Defense
Igor Julião,Passes to final third per 90,34,Buildup
Igor Julião,Progressive passes per 90,67,Buildup
Igor Julião,Lateral passes per 90,11,Positioning
Igor Julião,Long passes per 90,89,Buildup
Igor Julião,Shots per 90,2,Positioning
Igor Julião,Touches in box per 90,3,Chance creation
Igor Julião,Progressive runs per 90,30,Buildup
Igor Julião,Dribbles per 90,8,Chance creation
Igor Julião,Back passes per 90,27,Positioning
Igor Julião,Interceptions per 90,94,Defense
Igor Julião,Shots blocked per 90,59,Defense
Igor Julião,Fouls per 90,60,Defense
João Mendes,Passes to final third per 90,86,Buildup
João Mendes,Progressive passes per 90,86,Buildup
João Mendes,Lateral passes per 90,74,Positioning
João Mendes,Long passes per 90,92,Buildup
João Mendes,Shots per 90,58,Positioning
João Mendes,Touches in box per 90,41,Chance creation
João Mendes,Progressive runs per 90,34,Buildup
João Mendes,Dribbles per 90,52,Chance creation
João Mendes,Back passes per 90,36,Positioning
João Mendes,Interceptions per 90,41,Defense
João Mendes,Shots blocked per 90,26,Defense
João Mendes,Fouls per 90,77,Defense
João Graça,Passes to final third per 90,60,Buildup
João Graça,Progressive passes per 90,25,Buildup
João Graça,Lateral passes per 90,40,Positioning
João Graça,Long passes per 90,62,Buildup
João Graça,Shots per 90,12,Positioning
João Graça,Touches in box per 90,7,Chance creation
João Graça,Progressive runs per 90,48,Buildup
João Graça,Dribbles per 90,48,Chance creation
João Graça,Back passes per 90,71,Positioning
João Graça,Interceptions per 90,67,Defense
João Graça,Shots blocked per 90,100,Defense
João Graça,Fouls per 90,90,Defense
Pedro Silva,Passes to final third per 90,91,Buildup
Pedro Silva,Progressive passes per 90,61,Buildup
Pedro Silva,Lateral passes per 90,88,Positioning
Pedro Silva,Long passes per 90,88,Buildup
Pedro Silva,Shots per 90,77,Positioning
Pedro Silva,Touches in box per 90,38,Chance creation
Pedro Silva,Progressive runs per 90,18,Buildup
Pedro Silva,Dribbles per 90,41,Chance creation
Pedro Silva,Back passes per 90,16,Positioning
Pedro Silva,Interceptions per 90,72,Defense
Pedro Silva,Shots blocked per 90,100,Defense
Pedro Silva,Fouls per 90,95,Defense
N. Gaitán,Passes to final third per 90,80,Buildup
N. Gaitán,Progressive passes per 90,72,Buildup
N. Gaitán,Lateral passes per 90,42,Positioning
N. Gaitán,Long passes per 90,99,Buildup
N. Gaitán,Shots per 90,58,Positioning
N. Gaitán,Touches in box per 90,52,Chance creation
N. Gaitán,Progressive runs per 90,27,Buildup
N. Gaitán,Dribbles per 90,27,Chance creation
N. Gaitán,Back passes per 90,32,Positioning
N. Gaitán,Interceptions per 90,65,Defense
N. Gaitán,Shots blocked per 90,30,Defense
N. Gaitán,Fouls per 90,25,Defense
Arsénio,Passes to final third per 90,11,Buildup
Arsénio,Progressive passes per 90,45,Buildup
Arsénio,Lateral passes per 90,21,Positioning
Arsénio,Long passes per 90,53,Buildup
Arsénio,Shots per 90,15,Positioning
Arsénio,Touches in box per 90,6,Chance creation
Arsénio,Progressive runs per 90,11,Buildup
Arsénio,Dribbles per 90,32,Chance creation
Arsénio,Back passes per 90,60,Positioning
Arsénio,Interceptions per 90,58,Defense
Arsénio,Shots blocked per 90,48,Defense
Arsénio,Fouls per 90,16,Defense
P. Zieliński,Passes to final third per 90,79,Buildup
P. Zieliński,Progressive passes per 90,35,Buildup
P. Zieliński,Lateral passes per 90,83,Positioning
P. Zieliński,Long passes per 90,66,Buildup
P. Zieliński,Shots per 90,78,Positioning
P. Zieliński,Touches in box per 90,74,Chance creation
P. Zieliński,Progressive runs per 90,75,Buildup
P. Zieliński,Dribbles per 90,69,Chance creation
P. Zieliński,Back passes per 90,67,Positioning
P. Zieliński,Interceptions per 90,32,Defense
P. Zieliński,Shots blocked per 90,59,Defense
P. Zieliński,Fouls per 90,6,Defense
H. Çalhanoğlu,Passes to final third per 90,86,Buildup
H. Çalhanoğlu,Progressive passes per 90,88,Buildup
H. Çalhanoğlu,Lateral passes per 90,90,Positioning
H. Çalhanoğlu,Long passes per 90,89,Buildup
H. Çalhanoğlu,Shots per 90,96,Positioning
H. Çalhanoğlu,Touches in box per 90,60,Chance creation
H. Çalhanoğlu,Progressive runs per 90,69,Buildup
H. Çalhanoğlu,Dribbles per 90,51,Chance creation
H. Çalhanoğlu,Back passes per 90,66,Positioning
H. Çalhanoğlu,Interceptions per 90,40,Defense
H. Çalhanoğlu,Shots blocked per 90,89,Defense
H. Çalhanoğlu,Fouls per 90,39,Defense
L. Pellegrini,Passes to final third per 90,92,Buildup
L. Pellegrini,Progressive passes per 90,82,Buildup
L. Pellegrini,Lateral passes per 90,89,Positioning
L. Pellegrini,Long passes per 90,83,Buildup
L. Pellegrini,Shots per 90,89,Positioning
L. Pellegrini,Touches in box per 90,55,Chance creation
L. Pellegrini,Progressive runs per 90,78,Buildup
L. Pellegrini,Dribbles per 90,39,Chance creation
L. Pellegrini,Back passes per 90,69,Positioning
L. Pellegrini,Interceptions per 90,74,Defense
L. Pellegrini,Shots blocked per 90,72,Defense
L. Pellegrini,Fouls per 90,76,Defense
P. Dybala,Passes to final third per 90,67,Buildup
P. Dybala,Progressive passes per 90,62,Buildup
P. Dybala,Lateral passes per 90,95,Positioning
P. Dybala,Long passes per 90,64,Buildup
P. Dybala,Shots per 90,100,Positioning
P. Dybala,Touches in box per 90,97,Chance creation
P. Dybala,Progressive runs per 90,71,Buildup
P. Dybala,Dribbles per 90,78,Chance creation
P. Dybala,Back passes per 90,96,Positioning
P. Dybala,Interceptions per 90,3,Defense
P. Dybala,Shots blocked per 90,18,Defense
P. Dybala,Fouls per 90,25,Defense
M. Pašalić,Passes to final third per 90,94,Buildup
M. Pašalić,Progressive passes per 90,67,Buildup
M. Pašalić,Lateral passes per 90,98,Positioning
M. Pašalić,Long passes per 90,71,Buildup
M. Pašalić,Shots per 90,50,Positioning
